32.925,3,,,,,,,,,,,,,,
32.9875,2,,,,,,,,,,,,,,
33.05,0,,,,,,,,,,,,,,
33.1125,,,,,,,,,,,,,,,
33.3,2,,,,,,,,,,,,,,
33.425,1,,,,,,,,,,,,,,
33.55,,,,,,,,,,,,,,,
33.675,3,,,,,,,,,,,,,,
33.7375,1,,,,,,,,,,,,,,
33.8,0,,,,,,,,,,,,,,
33.8625,,,,,,,,,,,,,,,
34.05,0,,,,,,,,,,,,,,
34.1125,2,,,,,,,,,,,,,,
34.175,3,,,,,,,,,,,,,,
34.2375,,,,,,,,,,,,,,,
34.425,3,,,,,,,,,,,,,,
34.4875,1,,,,,,,,,,,,,,
34.55,0,,,,,,,,,,,,,,
34.6125,,,,,,,,,,,,,,,
34.8,1,,,,,,,,,,,,,,
34.925,2,,,,,,,,,,,,,,
35.05,,,,,,,,,,,,,,,
35.175,3,,,,,,,,,,,,,,
35.2375,2,,,,,,,,,,,,,,
35.3,0,,,,,,,,,,,,,,
35.3625,,,,,,,,,,,,,,,
35.55,0,,,,,,,,,,,,,,
35.6125,1,,,,,,,,,,,,,,
35.675,3,,,,,,,,,,,,,,
35.7375,,,,,,,,,,,,,,,
35.925,3,,,,,,,,,,,,,,
35.9875,2,,,,,,,,,,,,,,
36.05,0,,,,,,,,,,,,,,
36.1125,,,,,,,,,,,,,,,
36.3,1,2,,,,,,,,,,,,,
36.675,3,,,,,,,,,,,,,,
37.05,0,,,,,,,,,,,,,,
37.425,3,,,,,,,,,,,,,,
37.8,1,2,,,,,,,,,,,,,
38.175,0,,,,,,,,,,,,,,
38.55,3,,,,,,,,,,,,,,
38.925,0,,,,,,,,,,,,,,
39.3,1,2,,,,,,,,,,,,,
39.675,3,,,,,,,,,,,,,,
40.05,0,,,,,,,,,,,,,,
40.425,3,,,,,,,,,,,,,,
40.8,1,2,,,,,,,,,,,,,
41.175,0,,,,,,,,,,,,,,
41.55,3,,,,,,,,,,,,,,
41.925,0,,,,,,,,,,,,,,
42.3,6,7,,,,,,,,,,,,,
42.675,3,11,12,,,,,,,,,,,,
43.05,0,,,,,,,,,,,,,,
43.425,3,,,,,,,,,,,,,,
43.8,6,7,,,,,,,,,,,,,
44.175,0,11,12,,,,,,,,,,,,
44.55,3,,,,,,,,,,,,,,
44.925,0,,,,,,,,,,,,,,
45.3,6,7,,,,,,,,,,,,,
45.675,3,11,12,,,,,,,,,,,,
46.05,0,,,,,,,,,,,,,,
46.425,3,,,,,,,,,,,,,,
46.8,6,7,,,,,,,,,,,,,
47.175,0,11,12,,,,,,,,,,,,
47.55,3,,,,,,,,,,,,,,
47.925,0,,,,,,,,,,,,,,
48.3,2,,,,,,,,,,,,,,
48.425,1,,,,,,,,,,,,,,
48.55,,,,,,,,,,,,,,,
48.675,3,,,,,,,,,,,,,,
49.05,0,,,,,,,,,,,,,,
49.425,3,,,,,,,,,,,,,,
49.8,1,,,,,,,,,,,,,,
49.925,2,,,,,,,,,,,,,,
50.05,,,,,,,,,,,,,,,
50.175,0,,,,,,,,,,,,,,
50.55,3,,,,,,,,,,,,,,
50.925,0,,,,,,,,,,,,,,
51.3,2,,,,,,,,,,,,,,
51.425,1,,,,,,,,,,,,,,
51.55,,,,,,,,,,,,,,,
51.675,3,,,,,,,,,,,,,,
52.05,0,,,,,,,,,,,,,,
52.425,3,,,,,,,,,,,,,,
52.8,1,,,,,,,,,,,,,,
52.925,2,,,,,,,,,,,,,,
53.05,,,,,,,,,,,,,,,
53.175,0,,,,,,,,,,,,,,
53.55,3,,,,,,,,,,,,,,
53.925,0,,,,,,,,,,,,,,
54.3,0,3,,,,,,,,,,,,,
54.675,0,1,2,,,,,,,,,,,,
55.05,1,2,3,,,,,,,,,,,,
55.425,0,1,2,,,,,,,,,,,,
55.8,0,3,,,,,,,,,,,,,
56.175,1,2,3,,,,,,,,,,,,
56.55,0,1,2,,,,,,,,,,,,
56.925,1,2,3,,,,,,,,,,,,
57.3,0,3,,,,,,,,,,,,,
57.675,0,1,2,,,,,,,,,,,,
58.05,1,2,3,,,,,,,,,,,,
58.425,0,1,2,,,,,,,,,,,,
58.8,0,3,,,,,,,,,,,,,
59.175,1,2,3,,,,,,,,,,,,
59.55,0,1,2,,,,,,,,,,,,
59.925,1,2,3,,,,,,,,,,,,
60.3,3,,,,,,,,,,,,,,
60.425,0,,,,,,,,,,,,,,
60.55,,,,,,,,,,,,,,,
60.675,2,,,,,,,,,,,,,,
60.7375,1,,,,,,,,,,,,,,
60.8,0,,,,,,,,,,,,,,
60.8625,,,,,,,,,,,,,,,
61.05,1,,,,,,,,,,,,,,
61.1125,2,,,,,,,,,,,,,,
61.175,3,,,,,,,,,,,,,,
61.2375,,,,,,,,,,,,,,,
61.425,2,,,,,,,,,,,,,,
61.4875,1,,,,,,,,,,,,,,
61.55,0,,,,,,,,,,,,,,
61.6125,,,,,,,,,,,,,,,
61.8,0,,,,a,,,,,,,,,,
61.925,3,,,,,,,,,,,,,,
62.05,,,,,,,,,,,,,,,
62.175,1,,,,,,,,,,,,,,
62.2375,2,,,,,,,,,,,,,,
62.3,3,,,,,,,,,,,,,,
62.3625,,,,,,,,,,,,,,,
62.55,2,,,,,,,,,,,,,,
62.6125,1,,,,,,,,,,,,,,
62.675,0,,,,,,,,,,,,,,
62.7375,,,,,,,,,,,,,,,
62.925,1,,,,,,,,,,,,,,
62.9875,2,,,,,,,,,,,,,,
63.05,3,,,,,,,,,,,,,,
63.1125,,,,,,,,,,,,,,,
63.3,3,,,,a,,,,,,,,,,
63.425,0,,,,,,,,,,,,,,
63.55,,,,,,,,,,,,,,,
63.675,2,,,,,,,,,,,,,,
63.7375,1,,,,,,,,,,,,,,
63.8,0,,,,,,,,,,,,,,
63.8625,,,,,,,,,,,,,,,
64.05,1,,,,,,,,,,,,,,
64.1125,2,,,,,,,,,,,,,,
64.175,3,,,,,,,,,,,,,,
64.2375,,,,,,,,,,,,,,,
64.425,2,,,,,,,,,,,,,,
64.4875,1,,,,,,,,,,,,,,
64.55,0,,,,,,,,,,,,,,
64.6125,,,,,,,,,,,,,,,
64.8,0,,,,,,,,,,,,,,
64.925,3,,,,,,,,,,,,,,
65.05,,,,,,,,,,,,,,,
65.175,1,,,,,,,,,,,,,,
65.2375,2,,,,,,,,,,,,,,
65.3,3,,,,,,,,,,,,,,
65.3625,,,,,,,,,,,,,,,
65.55,2,,,,,,,,,,,,,,
65.6125,1,,,,,,,,,,,,,,
65.675,0,,,,,,,,,,,,,,
65.7375,,,,,,,,,,,,,,,
65.925,1,,,,,,,,,,,,,,
65.9875,2,,,,,,,,,,,,,,
66.05,3,,,,,,,,,,,,,,
66.1125,,,,,,,,,,,,,,,
66.3,0,3,4,,,,,,,,,,,,
66.675,2,4,,,,,,,,,,,,,
67.05,1,4,,,,,,,,,,,,,
67.425,2,4,,,,,,,,,,,,,
67.8,0,3,4,,,,,,,,,,,,
68.175,1,4,,,,,,,,,,,,,
68.55,2,4,,,,,,,,,,,,,
68.925,1,4,,,,,,,,,,,,,
69.3,0,3,4,,,,,,,,,,,,
69.675,2,4,,,,,,,,,,,,,
70.05,1,4,,,,,,,,,,,,,
70.425,2,4,,,,,,,,,,,,,
70.8,0,3,4,,,,,,,,,,,,
71.175,1,4,,,,,,,,,,,,,
71.55,2,4,,,,,,,,,,,,,
71.925,1,4,,,,,,,,,,,,,
72.3,1,2,4,,,,,,,,,,,,
72.675,3,4,,,,,,,,,,,,,
73.05,0,4,,,,,,,,,,,,,
73.425,3,4,,,,,,,,,,,,,
73.8,1,2,4,,,,,,,,,,,,
74.175,0,4,,,,,,,,,,,,,
74.55,3,4,,,,,,,,,,,,,
74.925,0,4,,,,,,,,,,,,,
75.3,1,2,4,,,,,,,,,,,,
75.675,3,4,,,,,,,,,,,,,
76.05,0,4,,,,,,,,,,,,,
76.425,3,4,,,,,,,,,,,,,
76.8,1,2,4,,,,,,,,,,,,
77.175,0,4,,,,,,,,,,,,,
77.55,3,4,,,,,,,,,,,,,
77.925,0,4,,,,,,,,,,,,,
78.3,2,,,,,,,,,,,,,,
78.675,1,,,,,,,,,,,,,,
79.05,3,,,,,,,,,,,,,,
79.425,0,,,,,,,,,,,,,,
79.8,3,,,,,,,,,,,,,,
80.175,1,,,,,,,,,,,,,,
80.55,2,,,,,,,,,,,,,,
80.925,0,,,,,,,,,,,,,,
